Danish,English
"15 vægtprocent og med fedtindhold på > 1,5 vægtprocent, men <= 27 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Valle og modificeret valle, i pulverform, som granulat eller i anden fast form, ikke tilsat sukker eller andre sødemidler, med proteinindhold ""nitrogenindhold x 6,38"" på > 15 vægtprocent og med fedtindhold på > 1,5 vægtprocent, men <= 27 vægtprocent","15% by weight and a fat content, by weight, of > 1,5% and <= 27%"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 1,5% and <= 27%"
"15 vægtprocent og med fedtindhold på > 27 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Valle og modificeret valle, i pulverform, som granulat eller i anden fast form, tilsat sukker eller andre sødemidler, med proteinindhold ""nitrogenindhold x 6,38"" på > 15 vægtprocent og med fedtindhold på > 27 vægtprocent","15% by weight and a fat content, by weight, of > 27%"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Whey and modified whey, in powder, granules or other solid forms, with added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 27%"
"15 vægtprocent og med fedtindhold på > 27 vægtprocent"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Valle og modificeret valle, i pulverform, som granulat eller i anden fast form, ikke tilsat sukker eller andre sødemidler, med proteinindhold ""nitrogenindhold x 6,38"" på > 15 vægtprocent og med fedtindhold på > 27 vægtprocent","15% by weight and a fat content, by weight, of > 27%"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Whey and modified whey, in powder, granules or other solid forms, without added sugar or other sweetening matter, of a protein content ""nitrogen content x 6.38"" of > 15% by weight and a fat content, by weight, of > 27%"
"15 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Kobberforlegeringer (undtagen phosphorkobber ""kobberphosphid"" med indhold af phosphor på > 15 vægtprocent)","15% phosphorus)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Master alloys of copper (excl. phosphorus-copper compounds ""copper phosphide"" containing by weight > 15% phosphorus)"
"15 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Abrikoser, tilberedt eller konserveret, tilsat alkohol, i pakninger af nettovægt <= 1 kg (undtagen med indhold af sukker på > 15 vægtprocent)","15%)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Apricots, prepared or preserved, containing added spirit, in immediate packings of a net content of <= 1 kg (excl. sugar content of> 15%)"
"15 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ferskner, herunder nektariner, tilberedt eller konserveret, tilsat alkohol, i pakninger af nettovægt <= 1 kg (undtagen med indhold af sukker på > 15 vægtprocent)","15%)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Peaches incl. nectarines, prepared or preserved, containing added spirit, in immediate packings of a net content of <= 1 kg (excl. sugar content of > 15%)"
"15 vægtprocent)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pærer, tilberedt eller konserveret, tilsat alkohol, i pakninger af nettovægt <= 1 kg (undtagen med indhold af sukker på > 15 vægtprocent)","15%)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pears, prepared or preserved, containing added spirit, in immediate packings of a net content of <= 1 kg (excl. sugar content of > 15%)"
"15 vægtprocent, i pakninger af nettovægt <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ferskner, herunder nektariner, tilberedt eller konserveret, tilsat alkohol, med indhold af sukker på > 15 vægtprocent, i pakninger af nettovægt <= 1 kg","15%, in immediate packings of a net content <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Peaches incl. nectarines, prepared or preserved, containing added spirit, with sugar content of > 15%, in immediate packings of a net content <= 1 kg"
"15 vægtprocent, i pakninger af nettovægt <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Abrikoser, tilberedt eller konserveret, tilsat alkohol, med indhold af sukker på > 15 vægtprocent, i pakninger af nettovægt <= 1 kg","15%, in immediate packings of a net content of <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Apricots, prepared or preserved, containing added spirit, with sugar content of > 15%, in immediate packings of a net content of <= 1 kg"
"15 vægtprocent, i pakninger af nettovægt <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Abrikoser, tilberedt eller konserveret, ikke tilsat alkohol, med indhold af sukker på > 15 vægtprocent, i pakninger af nettovægt <= 1 kg","15%, in immediate packings of a net content of <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Apricots, prepared or preserved, containing no spirit but with added sugar, with sugar content of > 15%, in immediate packings of a net content of <= 1 kg"
"15 vægtprocent, i pakninger af nettovægt <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ferskner herunder nektariner,, tilberedt eller konserveret, ikke tilsat alkohol, med indhold af sukker på > 15 vægtprocent, i pakninger af nettovægt <= 1 kg","15%, in immediate packings of a net content of <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Peaches incl. nectarines, prepared or preserved, containing no spirit but with added sugar, with sugar content of > 15%, in immediate packings of a net content of <= 1 kg"
"15 vægtprocent, i pakninger af nettovægt <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pærer, tilberedt eller konserveret, tilsat alkohol, med indhold af sukker på > 15 vægtprocent, i pakninger af nettovægt <= 1 kg","15%, in immediate packings of a net content of <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pears, prepared or preserved, containing added spirit, with sugar content of > 15%, in immediate packings of a net content of <= 1 kg"
"15 vægtprocent, i pakninger af nettovægt <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pærer, tilberedt eller konserveret, ikke tilsat alkohol, med indhold af sukker på > 15 vægtprocent, i pakninger af nettovægt <= 1 kg","15%, in immediate packings of a net content of <= 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pears, prepared or preserved, containing no spirit but with added sugar, with sugar content of > 15%, in immediate packings of a net content of <= 1 kg"
"150 cm, men <= 198 cm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Endeløse synkrondrivremme ""tandremme"", af vulkaniseret gummi, med omkreds på > 150 cm, men <= 198 cm","150 cm but <= 198 cm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= 198 cm"
"150 g pr. m² (undtagen imprægneret eller belagt med klæbestof)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Papir og pap, farvet eller dekoreret på overfladen eller med påtryk, imprægneret eller belagt med plast, i ruller eller i kvadratiske eller rektangulære ark, uanset størrelse, bleget, af vægt > 150 g pr. m² (undtagen imprægneret eller belagt med klæbestof)","150 g/m² (excl. adhesives)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size, bleached and weighing > 150 g/m² (excl. adhesives)"
"150 g pr. m² (undtagen overtrukket eller belagt)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fiberdug, også imprægneret eller lamineret, i.a.n., af endeløse kemofibre, af vægt > 150 g pr. m² (undtagen overtrukket eller belagt)","150 g/m² (excl. coated or covered)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Nonwovens, whether or not impregnated or laminated, n.e.s., of man-made filaments, weighing > 150 g/m² (excl. coated or covered)"
"150 g pr. m², og undtagen imprægneret eller belagt med klæbestof)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Papir og pap, farvet eller dekoreret på overfladen eller med påtryk, imprægneret eller belagt med plast, i ruller eller i kvadratiske eller rektangulære ark, uanset størrelse (undtagen bleget, af vægt > 150 g pr. m², og undtagen imprægneret eller belagt med klæbestof)","150 g/m², and adhesives)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or covered with artificial resins or plastics, in rolls or in square or rectangular sheets, of any size (excl. bleached and weighing > 150 g/m², and adhesives)"
"150 g pr. m², i.a.n."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Papir og pap, ikke belagt, af den art der anvendes til skrivning, trykning eller anden grafisk brug, samt ikke perforeret papir til hulkort og hulbånd, i ruller af uanset størrelse, træfrit eller med indhold af mekanisk træmasse eller kemisk-mekanisk træmasse på <= 10 vægtprocent af den samlede fibermængde, af vægt > 150 g pr. m², i.a.n.","150 g/m², n.e.s."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in rolls of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s."
"150 g pr. m², i.a.n."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Papir og pap, ikke belagt, af den art der anvendes til skrivning, trykning eller anden grafisk brug, samt ikke perforeret papir til hulkort og hulbånd, i kvadratiske eller rektangulære ark, uanset størrelse, træfrit eller med indhold af mekanisk træmasse eller kemisk-mekanisk træmasse på <= 10 vægtprocent af den samlede fibermængde, af vægt > 150 g pr. m², i.a.n.","150 g/m², n.e.s."",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, and non-perforated punchcards and punch-tape paper, in square or rectangular sheets of any size, not containing fibres obtained by a mechanical or chemi-mechanical process or of which <= 10% by weight of the total fibre content consists of such fibres, weighing > 150 g/m², n.e.s."
"150 mm, men < 600 mm, af tykkelse >= 4 mm, ikke oprullet, uden reliefmønster, såkaldt universalstål"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Fladvalsede produkter, af jern eller ulegeret stål, kun varmtvalsede, ikke pletterede, belagte eller overtrukne, valset på fire flader eller i en lukket valsekaliber, af bredde > 150 mm, men < 600 mm, af tykkelse >= 4 mm, ikke oprullet, uden reliefmønster, såkaldt universalstål","150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as \""wide flats\"""",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed box pass, not clad, plated or coated, of a width of > 150 mm but < 600 mm and a thickness of >= 4 mm, not in coils, without patterns in relief, commonly known as ""wide flats"""
"1515 90: Vegetabilske fedtstoffer og olier samt fraktioner deraf, også raffinerede, men ikke kemisk modificerede (undtagen sojabønneolie, jordnøddeolie, olivenolie, palmeolie, solsikkeolie, saflorolie, bomuldsfrøolie, kokosolie ""kopraolie"", palmekerneolie, babassuolie, rybsolie, rapsolie, sennepsfrøolie, linolie, majskimolie, ricinusolie, træolie ""tungolie"" og sesamolie)","1515 90: Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically modified (excl. soya-bean, groundnut, olive, palm, sunflower-seed, safflower, cotton-seed, coconut, palm kernel, babassu, rape, colza and mustard, linseed, maize, castor and sesame oil)"
"1515: Vegetabilske fedtstoffer og olier, herunder jojobaolie, samt fraktioner deraf, også raffinerede, men ikke kemisk modificerede (undtagen sojabønneolie, jordnøddeolie, olivenolie, palmeolie, solsikkeolie, saflorolie, bomuldsfrøolie, kokosolie ""kopraolie"", p almekerneolie, babassuolie, rybsolie, rapsolie og sennepsolie)","1515: Fixed vegetable fats and oils, incl. jojoba oil, and their fractions, whether or not refined, but not chemically modified (excl. soya-bean, groundnut, olive, palm, sunflower-seed, safflower, cotton-seed, coconut, palm kernel, babassu, rape, colza and mustard oil)"
"1517 90: Blandinger eller tilberedninger af animalske eller vegetabilske fedtstoffer eller olier, spiselige, samt af spiselige fraktioner af forskellige fedtstoffer og olier (undtagen fedtstoffer og olier samt fraktioner deraf, helt eller delvis hydrerede, inter -esterificerede, re-esterificerede eller elaidiniserede, også raffinerede, men ikke på anden måde bearbejdede, blandinger af olivenolier eller fraktioner deraf samt margarine i fast form)","1517 90: Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of different fats or oils (excl. fats, oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared, mixtures of olive oils and their fractions, and solid margarine)"
"1517: Margarine og andre spiselige blandinger eller tilberedninger af animalske eller vegetabilske fedtstoffer og olier eller af fraktioner af forskellige fedtstoffer og olier (undtagen fedtstoffer og olier samt fraktioner deraf, helt eller delvis hydrerede, in ter-esterificerede, re-esterificerede eller elaidiniserede, også raffinerede, men ikke på anden måde bearbejdede og undtagen hærdet ricinusolie)","1517: Margarine, other edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of different fats or oils (excl. fats, oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared, and mixtures of olive oils and their fractions)"
"1518 00: Animalske og vegetabilske fedtstoffer og olier og fraktioner deraf, kogte, oxyderede, dehydratiserede, svovlbehandlede, blæste, polymeriserede ved opvarmning i vakuum eller i en inaktiv gas eller på anden måde kemisk modificerede, ikke-spiselige blandinger eller tilberedninger af animalske eller vegetabilske fedtstoffer eller olier eller af fraktioner af forskellige fedtstoffer og olier, i.a.n.","1518 00: Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, inedible mixtures or preparations of animal or vegetable fats or oils or of fractions of different fats or oils, n.e.s."
"16 A, men <= 125 A (undtagen sikringer og automatiske afbrydere)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Apparater til beskyttelse af elektriske kredsløb, til driftsspænding <= 1.000 V, til strømstyrke > 16 A, men <= 125 A (undtagen sikringer og automatiske afbrydere)","16 A but <= 125 A (excl. fuses and automatic circuit breakers)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Apparatus for protecting electrical circuits for a voltage <= 1.000 V, for a current > 16 A but <= 125 A (excl. fuses and automatic circuit breakers)"
"1602 31: Varer af kød eller slagtebiprodukter af kalkuner, tilberedte eller konserverede (undtagen pølser og lignende varer, homogeniserede tilberedninger af den art der anvendes som næringsmidler til børn eller til diætetisk brug, i pakninger til detailsalg af nettovægt <= 250 g, tilberedte varer af lever samt ekstrakter og saft af kød)","1602 31: Meat or offal of turkeys ""Gallus domesticus"", prepared or preserved (excl. sausages and similar products, and finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)"
"1602 32: Varer af kød eller slagtebiprodukter af høns af arten ""Gallus domesticus"", tilberedte eller konserverede (undtagen pølser og lignende varer, homogeniserede tilberedninger af den art der anvendes som næringsmidler til børn eller til diætetisk brug, i pakninger til detailsalg af nettovægt <= 250 g, tilberedte varer af lever samt ekstrakter og saft af kød)","1602 32: Meat or offal of fowls of the species ""Gallus domesticus"", prepared or preserved (excl. sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)"
"1602 39: Varer af kød eller slagtebiprodukter af tamme ænder, gæs og perlehøns, tilberedte eller konserverede (undtagen pølser og lignende varer, homogeniserede tilberedninger af den art der anvendes som næringsmidler til børn eller til diætetisk brug, i pakninger til detailsalg af nettovægt <= 250 g, tilberedte varer af lever samt ekstrakter og saft af kød)","1602 39: Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus (excl. sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)"
"1602 49: Varer af kød eller slagtebiprodukter, herunder blandinger, af svin, tilberedte eller konserverede (undtagen skinker alene og stykker deraf eller bov alene og stykker deraf, pølser og lignende varer, homogeniserede tilberedninger af den art der anvendes som næringsmidler til børn ellertil diætetisk brug, i pakninger til detailsalg af nettovægt <= 250 g, tilberedte varer af lever samt ekstrakter og saft af kød)","1602 49: Prepared or preserved meat and offal of swine, incl. mixtures (excl. hams, shoulders and cuts thereof, sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purpose, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)"
"1602 50: Varer af kød eller slagtebiprodukter af hornkvæg, tilberedte eller konserverede (undtagen pølser og lignende varer, homogeniserede tilberedninger af den art der anvendes som næringsmidler til børn eller til diætetisk brug, i pakninger til detailsalg af nettovægt <= 250 g, tilberedte varer af lever samt ekstrakter og saft af kød)","1602 50: Prepared or preserved meat or offal of bovine animals (excl. sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)"
"1602 90: Varer af kød, slagtebiprodukter eller blod, tilberedte eller konserverede (undtagen varer af kød eller slagtebiprodukter af høns af arten ""Gallus domesticus"", ænder, gæs, kalkuner, perlehøns, svin og hornkvæg og undtagen pølser og lignende varer, homogeniserede tilberedninger af den art der anvendes som næringsmidler til børn eller til diætetisk brug, i pakninger til detailsalg af nettovægt <= 250 g, tilberedte varer af lever samt ekstrakter og saft af kød)","1602 90: Prepared or preserved meat, offal or blood (excl. meat or offal of poultry, swine and bovine animals, sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)"
"165 cm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Lærredsvævet stof overvejende indeholdende korte polyesterfibre, dog < 85 vægtprocent, blandet hovedsagelig eller udelukkende med bomuld, af vægt <= 170 g pr. m², ubleget eller bleget, af bredde > 165 cm","165 cm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed principally or solely with cotton and weighing <= 170 g/m², unbleached or bleached, with a width of > 165 cm"
"168,3 mm, men <= 406,4 mm"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Rør, sømløse, af jern, bortset fra støbejern, og stål, af den art der anvendes til olie- og gasledninger, med udvendig diameter på > 168,3 mm, men <= 406,4 mm","168,3 mm but <= 406,4 mm (excl. products of stainless steel or of cast iron)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel, of an external diameter of > 168,3 mm but <= 406,4 mm (excl. products of stainless steel or of cast iron)"
"17 vægtprocent, i pakninger af nettovægt > 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ananas, tilberedt eller konserveret, tilsat alkohol, med indhold af sukker på > 17 vægtprocent, i pakninger af nettovægt > 1 kg","17%, in immediate packings of a net content of > 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pineapples, prepared or preserved, containing added spirit, with sugar content of > 17%, in immediate packings of a net content of > 1 kg"
"17 vægtprocent, i pakninger af nettovægt > 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Ananas, tilberedt eller konserveret, ikke tilsat alkohol, med indhold af sukker på > 17 vægtprocent, i pakninger af nettovægt > 1 kg","17%, in immediate packings of a net content of > 1 kg"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Pineapples, prepared or preserved, containing added sugar but no added spirit, with sugar content of > 17%, in immediate packings of a net content of > 1 kg"
"170 g pr. m², farvet (undtagen af polyesterfibre)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Vævet stof overvejende indeholdende korte syntetiske fibre, dog < 85 vægtprocent, blandet hovedsagelig eller udelukkende med bomuld, af vægt > 170 g pr. m², farvet (undtagen af polyesterfibre)","170 g/m², dyed (excl. those of polyester staple fibres)"",""GeneralNotes"":"""",""Includes"":"""",""AlsoInclude"":"""",""Exclude"":"""",""RelatedCodes"":"""",""ParentId"":"""",""Level"":""5"",""CaseLaw"":"""",""UnitOfMeasure"": Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally or solely with cotton and weighing > 170 g/m², dyed (excl. those of polyester staple fibres)"
